
HM software: Encoder Version [16.2] (including RExt)[Mac OS X][GCC 4.2.1][64 bit] 


Input          File               : /Users/grellert/origCfP/cropped/ChinaSpeed_1024x768_30.yuv
Bitstream      File               : str.bin
Reconstruction File               : rec.yuv
Real     Format                   : 1024x768 30Hz
Internal Format                   : 1024x768 30Hz
Sequence PSNR output              : Linear average only
Sequence MSE output               : Disabled
Frame MSE output                  : Disabled
Cabac-zero-word-padding           : Disabled
Frame/Field                       : Frame based coding
Frame index                       : 0 - 127 (128 frames)
Profile                           : main
CU size / depth                   : 64 / 4
RQT trans. size (min / max)       : 4 / 32
Max RQT depth inter               : 3
Max RQT depth intra               : 3
Min PCM size                      : 8
Motion search range               : 64
Intra period                      : -1
Decoding refresh type             : 0
QP                                : 37.00
Max dQP signaling depth           : 0
FME                               : 2

Processor Frequency (Mhz)        : 2000
Processor Availability             : 1.000
Target FPS                         : 23.500
Budgeting Algorithm                : 0
PID KP                             : 0.400
PID K                              : 0.840
PID KD                             : 0.400
SP                                 : 8.002

Cb QP Offset                      : 0
Cr QP Offset                      : 0
Max CU chroma QP adjustment depth : -1
QP adaptation                     : 0 (range=0)
GOP size                          : 4
Input bit depth                   : (Y:8, C:8)
MSB-extended bit depth            : (Y:8, C:8)
Internal bit depth                : (Y:8, C:8)
PCM sample bit depth              : (Y:8, C:8)
Extended precision processing     : Disabled
Intra reference smoothing         : Enabled
Implicit residual DPCM            : Disabled
Explicit residual DPCM            : Disabled
Residual rotation                 : Disabled
Single significance map context   : Disabled
Cross-component prediction        : Disabled
High-precision prediction weight  : Disabled
Golomb-Rice parameter adaptation  : Disabled
CABAC bypass bit alignment        : Disabled
Sao Luma Offset bit shifts        : 0
Sao Chroma Offset bit shifts      : 0
Cost function:                    : Lossy coding (default)
RateControl                       : 0
Max Num Merge Candidates          : 5

TOOL CFG: IBD:0 HAD:1 RDQ:1 RDQTS:1 RDpenalty:0 SQP:0 ASR:0 FEN:1 ECU:0 FDM:1 CFM:0 ESD:0 RQT:1 TransformSkip:1 TransformSkipFast:1 TransformSkipLog2MaxSize:2 Slice: M=0 SliceSegment: M=0 CIP:0 SAO:1 PCM:0 TransQuantBypassEnabled:0 WPP:0 WPB:0 PME:2  WaveFrontSynchro:0 WaveFrontSubstreams:1 ScalingList:0 TMVPMode:1 AQpS:0 SignBitHidingFlag:1 RecalQP:0

Non-environment-variable-controlled macros set as follows: 

                                RExt__DECODER_DEBUG_BIT_STATISTICS =   0
                                      RExt__HIGH_BIT_DEPTH_SUPPORT =   0
                            RExt__HIGH_PRECISION_FORWARD_TRANSFORM =   0
                                        O0043_BEST_EFFORT_DECODING =   0
                              RD_TEST_SAO_DISABLE_AT_PICTURE_LEVEL =   0

                   Input ChromaFormatIDC =   4:2:0
       Output (internal) ChromaFormatIDC =   4:2:0

POC    0 TId: 0 ( I-SLICE, nQP 37 QP 37 )     226560 bits [Y 34.1960 dB    U 39.0988 dB    V 39.0004 dB] [ET  4.53 ] [L0 ] [L1 ]
POC    1 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12496 bits [Y 32.0732 dB    U 38.6419 dB    V 38.5004 dB] [ET  5.95 ] [L0 0 ] [L1 ]
POC    2 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15568 bits [Y 31.9149 dB    U 38.4300 dB    V 38.2112 dB] [ET  8.69 ] [L0 1 0 ] [L1 ]
POC    3 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12600 bits [Y 31.5685 dB    U 38.1777 dB    V 38.0237 dB] [ET 10.08 ] [L0 2 1 0 ] [L1 ]
POC    4 TId: 0 ( P-SLICE, nQP 38 QP 38 )      47400 bits [Y 33.7547 dB    U 38.8998 dB    V 38.7401 dB] [ET 17.00 ] [L0 3 2 1 0 ] [L1 ]
POC    5 TId: 0 ( P-SLICE, nQP 40 QP 40 )      10064 bits [Y 31.3088 dB    U 38.2591 dB    V 38.2734 dB] [ET  9.36 ] [L0 4 3 2 0 ] [L1 ]
POC    6 TId: 0 ( P-SLICE, nQP 39 QP 39 )      14624 bits [Y 31.3064 dB    U 38.3232 dB    V 38.1199 dB] [ET 10.01 ] [L0 5 4 3 0 ] [L1 ]
POC    7 TId: 0 ( P-SLICE, nQP 40 QP 40 )      11600 bits [Y 30.7240 dB    U 38.0743 dB    V 37.9566 dB] [ET  9.65 ] [L0 6 5 4 0 ] [L1 ]
POC    8 TId: 0 ( P-SLICE, nQP 38 QP 38 )      50280 bits [Y 33.0644 dB    U 38.7546 dB    V 38.6516 dB] [ET  8.13 ] [L0 7 6 4 0 ] [L1 ]
POC    9 TId: 0 ( P-SLICE, nQP 40 QP 40 )      11824 bits [Y 30.7351 dB    U 38.2769 dB    V 38.0660 dB] [ET  6.05 ] [L0 8 7 4 0 ] [L1 ]
POC   10 TId: 0 ( P-SLICE, nQP 39 QP 39 )      17784 bits [Y 30.9542 dB    U 38.2409 dB    V 37.9643 dB] [ET  6.54 ] [L0 9 8 4 0 ] [L1 ]
POC   11 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12064 bits [Y 30.4109 dB    U 38.0306 dB    V 37.7214 dB] [ET  6.27 ] [L0 10 8 4 0 ] [L1 ]
POC   12 TId: 0 ( P-SLICE, nQP 38 QP 38 )      50208 bits [Y 33.8274 dB    U 38.7673 dB    V 38.6204 dB] [ET  8.77 ] [L0 11 8 4 0 ] [L1 ]
POC   13 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13768 bits [Y 31.7129 dB    U 38.4451 dB    V 38.1689 dB] [ET  5.83 ] [L0 12 8 4 0 ] [L1 ]
POC   14 TId: 0 ( P-SLICE, nQP 39 QP 39 )      13888 bits [Y 31.8986 dB    U 38.3913 dB    V 38.0665 dB] [ET 12.35 ] [L0 13 12 8 4 ] [L1 ]
POC   15 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13688 bits [Y 29.5429 dB    U 38.0442 dB    V 37.5572 dB] [ET  0.94 ] [L0 14 12 8 4 ] [L1 ]
POC   16 TId: 0 ( P-SLICE, nQP 38 QP 38 )      51744 bits [Y 33.7497 dB    U 38.7327 dB    V 38.4955 dB] [ET  8.59 ] [L0 15 12 8 4 ] [L1 ]
POC   17 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12592 bits [Y 30.9010 dB    U 38.4419 dB    V 38.1704 dB] [ET  6.15 ] [L0 16 12 8 4 ] [L1 ]
POC   18 TId: 0 ( P-SLICE, nQP 39 QP 39 )      17960 bits [Y 31.7865 dB    U 38.2553 dB    V 37.9028 dB] [ET  6.22 ] [L0 17 16 12 8 ] [L1 ]
POC   19 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12344 bits [Y 30.6779 dB    U 38.1140 dB    V 37.8013 dB] [ET  5.89 ] [L0 18 16 12 8 ] [L1 ]
POC   20 TId: 0 ( P-SLICE, nQP 38 QP 38 )      51816 bits [Y 33.8277 dB    U 38.6649 dB    V 38.5013 dB] [ET  8.45 ] [L0 19 16 12 8 ] [L1 ]
POC   21 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13808 bits [Y 31.8181 dB    U 38.3005 dB    V 37.9909 dB] [ET  5.73 ] [L0 20 16 12 8 ] [L1 ]
POC   22 TId: 0 ( P-SLICE, nQP 39 QP 39 )      13952 bits [Y 32.0243 dB    U 38.1752 dB    V 38.0001 dB] [ET 12.14 ] [L0 21 20 16 12 ] [L1 ]
POC   23 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15552 bits [Y 29.4871 dB    U 37.8535 dB    V 37.4950 dB] [ET  0.94 ] [L0 22 20 16 12 ] [L1 ]
POC   24 TId: 0 ( P-SLICE, nQP 38 QP 38 )      51960 bits [Y 33.7714 dB    U 38.7323 dB    V 38.5236 dB] [ET  8.47 ] [L0 23 20 16 12 ] [L1 ]
POC   25 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12720 bits [Y 30.9364 dB    U 38.4216 dB    V 37.9368 dB] [ET  5.88 ] [L0 24 20 16 12 ] [L1 ]
POC   26 TId: 0 ( P-SLICE, nQP 39 QP 39 )      16640 bits [Y 31.8442 dB    U 38.1721 dB    V 37.8687 dB] [ET 12.61 ] [L0 25 24 20 16 ] [L1 ]
POC   27 TId: 0 ( P-SLICE, nQP 40 QP 40 )      16008 bits [Y 29.5487 dB    U 37.9024 dB    V 37.3599 dB] [ET  1.00 ] [L0 26 24 20 16 ] [L1 ]
POC   28 TId: 0 ( P-SLICE, nQP 38 QP 38 )      51552 bits [Y 33.8451 dB    U 38.7029 dB    V 38.5243 dB] [ET  8.43 ] [L0 27 24 20 16 ] [L1 ]
POC   29 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12576 bits [Y 30.9546 dB    U 38.0753 dB    V 37.9549 dB] [ET  6.09 ] [L0 28 24 20 16 ] [L1 ]
POC   30 TId: 0 ( P-SLICE, nQP 39 QP 39 )      22504 bits [Y 31.7161 dB    U 37.9828 dB    V 37.6918 dB] [ET  6.94 ] [L0 29 28 24 20 ] [L1 ]
POC   31 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12160 bits [Y 30.5497 dB    U 37.9185 dB    V 37.5835 dB] [ET  6.16 ] [L0 30 28 24 20 ] [L1 ]
POC   32 TId: 0 ( P-SLICE, nQP 38 QP 38 )      50376 bits [Y 33.7599 dB    U 38.6148 dB    V 38.4889 dB] [ET  8.89 ] [L0 31 28 24 20 ] [L1 ]
POC   33 TId: 0 ( P-SLICE, nQP 40 QP 40 )      14360 bits [Y 30.8386 dB    U 38.0232 dB    V 37.7097 dB] [ET  6.24 ] [L0 32 28 24 20 ] [L1 ]
POC   34 TId: 0 ( P-SLICE, nQP 39 QP 39 )      17632 bits [Y 31.8824 dB    U 38.0202 dB    V 37.7847 dB] [ET  5.98 ] [L0 33 32 28 24 ] [L1 ]
POC   35 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12584 bits [Y 30.7088 dB    U 37.9672 dB    V 37.7141 dB] [ET  6.12 ] [L0 34 32 28 24 ] [L1 ]
POC   36 TId: 0 ( P-SLICE, nQP 38 QP 38 )      49216 bits [Y 33.8271 dB    U 38.7135 dB    V 38.5080 dB] [ET  8.31 ] [L0 35 32 28 24 ] [L1 ]
POC   37 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13592 bits [Y 31.8940 dB    U 38.1455 dB    V 37.9435 dB] [ET  5.37 ] [L0 36 32 28 24 ] [L1 ]
POC   38 TId: 0 ( P-SLICE, nQP 39 QP 39 )      17200 bits [Y 32.0337 dB    U 38.2117 dB    V 37.8413 dB] [ET 12.50 ] [L0 37 36 32 28 ] [L1 ]
POC   39 TId: 0 ( P-SLICE, nQP 40 QP 40 )      16592 bits [Y 29.5073 dB    U 37.8595 dB    V 37.2639 dB] [ET  0.97 ] [L0 38 36 32 28 ] [L1 ]
POC   40 TId: 0 ( P-SLICE, nQP 38 QP 38 )      54720 bits [Y 33.7483 dB    U 38.8540 dB    V 38.6378 dB] [ET  8.80 ] [L0 39 36 32 28 ] [L1 ]
POC   41 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13016 bits [Y 30.9441 dB    U 38.1110 dB    V 37.6994 dB] [ET  9.87 ] [L0 40 36 32 28 ] [L1 ]
POC   42 TId: 0 ( P-SLICE, nQP 39 QP 39 )      17104 bits [Y 30.9511 dB    U 38.0725 dB    V 37.8672 dB] [ET  6.61 ] [L0 41 40 36 32 ] [L1 ]
POC   43 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15592 bits [Y 30.8308 dB    U 37.6496 dB    V 37.3722 dB] [ET  6.26 ] [L0 42 40 36 32 ] [L1 ]
POC   44 TId: 0 ( P-SLICE, nQP 38 QP 38 )      55976 bits [Y 33.4296 dB    U 38.5956 dB    V 38.4178 dB] [ET  9.42 ] [L0 43 40 36 32 ] [L1 ]
POC   45 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12360 bits [Y 30.5656 dB    U 37.9230 dB    V 37.7280 dB] [ET  6.55 ] [L0 44 40 36 32 ] [L1 ]
POC   46 TId: 0 ( P-SLICE, nQP 39 QP 39 )      17928 bits [Y 31.2247 dB    U 37.9966 dB    V 37.6014 dB] [ET  6.64 ] [L0 45 44 40 36 ] [L1 ]
POC   47 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13032 bits [Y 30.2935 dB    U 37.7564 dB    V 37.4147 dB] [ET  6.57 ] [L0 46 44 40 36 ] [L1 ]
POC   48 TId: 0 ( P-SLICE, nQP 38 QP 38 )      53144 bits [Y 33.4043 dB    U 38.5918 dB    V 38.4338 dB] [ET  9.23 ] [L0 47 44 40 36 ] [L1 ]
POC   49 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13320 bits [Y 30.4874 dB    U 37.8091 dB    V 37.6861 dB] [ET  6.52 ] [L0 48 44 40 36 ] [L1 ]
POC   50 TId: 0 ( P-SLICE, nQP 39 QP 39 )      18248 bits [Y 31.2620 dB    U 37.8482 dB    V 37.6815 dB] [ET  6.50 ] [L0 49 48 44 40 ] [L1 ]
POC   51 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12080 bits [Y 30.2519 dB    U 37.9005 dB    V 37.5828 dB] [ET  6.48 ] [L0 50 48 44 40 ] [L1 ]
POC   52 TId: 0 ( P-SLICE, nQP 38 QP 38 )      54776 bits [Y 33.4510 dB    U 38.5460 dB    V 38.3859 dB] [ET  9.23 ] [L0 51 48 44 40 ] [L1 ]
POC   53 TId: 0 ( P-SLICE, nQP 40 QP 40 )      18896 bits [Y 30.9995 dB    U 37.8118 dB    V 37.4087 dB] [ET  6.80 ] [L0 52 48 44 40 ] [L1 ]
POC   54 TId: 0 ( P-SLICE, nQP 39 QP 39 )      19416 bits [Y 31.2375 dB    U 37.7941 dB    V 37.3742 dB] [ET  6.79 ] [L0 53 52 48 44 ] [L1 ]
POC   55 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13872 bits [Y 30.2204 dB    U 37.4797 dB    V 37.3459 dB] [ET  6.96 ] [L0 54 52 48 44 ] [L1 ]
POC   56 TId: 0 ( P-SLICE, nQP 38 QP 38 )      53288 bits [Y 33.5393 dB    U 38.6495 dB    V 38.5172 dB] [ET  9.24 ] [L0 55 52 48 44 ] [L1 ]
POC   57 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13024 bits [Y 30.7647 dB    U 38.0105 dB    V 37.8224 dB] [ET  6.84 ] [L0 56 52 48 44 ] [L1 ]
POC   58 TId: 0 ( P-SLICE, nQP 39 QP 39 )      17000 bits [Y 31.4986 dB    U 37.9606 dB    V 37.8102 dB] [ET  6.44 ] [L0 57 56 52 48 ] [L1 ]
POC   59 TId: 0 ( P-SLICE, nQP 40 QP 40 )      11600 bits [Y 30.5075 dB    U 37.9797 dB    V 37.7249 dB] [ET  6.63 ] [L0 58 56 52 48 ] [L1 ]
POC   60 TId: 0 ( P-SLICE, nQP 38 QP 38 )      52720 bits [Y 33.5386 dB    U 38.7921 dB    V 38.6337 dB] [ET  9.26 ] [L0 59 56 52 48 ] [L1 ]
POC   61 TId: 0 ( P-SLICE, nQP 40 QP 40 )      11560 bits [Y 30.7135 dB    U 38.3439 dB    V 37.9038 dB] [ET  6.89 ] [L0 60 56 52 48 ] [L1 ]
POC   62 TId: 0 ( P-SLICE, nQP 39 QP 39 )      15312 bits [Y 31.4531 dB    U 38.1415 dB    V 37.7975 dB] [ET  6.45 ] [L0 61 60 56 52 ] [L1 ]
POC   63 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13880 bits [Y 30.5185 dB    U 37.9001 dB    V 37.6933 dB] [ET  6.96 ] [L0 62 60 56 52 ] [L1 ]
POC   64 TId: 0 ( P-SLICE, nQP 38 QP 38 )      52776 bits [Y 33.3759 dB    U 38.6900 dB    V 38.5885 dB] [ET  9.43 ] [L0 63 60 56 52 ] [L1 ]
POC   65 TId: 0 ( P-SLICE, nQP 40 QP 40 )      15696 bits [Y 30.5619 dB    U 38.2649 dB    V 37.7113 dB] [ET  7.15 ] [L0 64 60 56 52 ] [L1 ]
POC   66 TId: 0 ( P-SLICE, nQP 39 QP 39 )      21544 bits [Y 31.1933 dB    U 37.9965 dB    V 37.5449 dB] [ET  6.92 ] [L0 65 64 60 56 ] [L1 ]
POC   67 TId: 0 ( P-SLICE, nQP 40 QP 40 )      14968 bits [Y 30.2876 dB    U 37.8241 dB    V 37.3638 dB] [ET  6.96 ] [L0 66 64 60 56 ] [L1 ]
POC   68 TId: 0 ( P-SLICE, nQP 38 QP 38 )      55304 bits [Y 32.8809 dB    U 38.4948 dB    V 38.3646 dB] [ET  9.09 ] [L0 67 64 60 56 ] [L1 ]
POC   69 TId: 0 ( P-SLICE, nQP 40 QP 40 )      14760 bits [Y 30.5829 dB    U 38.0093 dB    V 37.4499 dB] [ET  7.08 ] [L0 68 64 60 56 ] [L1 ]
POC   70 TId: 0 ( P-SLICE, nQP 39 QP 39 )      18872 bits [Y 31.2434 dB    U 38.0464 dB    V 37.4903 dB] [ET  6.64 ] [L0 69 68 64 60 ] [L1 ]
POC   71 TId: 0 ( P-SLICE, nQP 40 QP 40 )      14256 bits [Y 30.5645 dB    U 38.0344 dB    V 37.4336 dB] [ET  7.18 ] [L0 70 68 64 60 ] [L1 ]
POC   72 TId: 0 ( P-SLICE, nQP 38 QP 38 )      52952 bits [Y 32.9891 dB    U 38.6950 dB    V 38.4898 dB] [ET  8.92 ] [L0 71 68 64 60 ] [L1 ]
POC   73 TId: 0 ( P-SLICE, nQP 40 QP 40 )      12208 bits [Y 30.7994 dB    U 38.3948 dB    V 37.9031 dB] [ET  6.91 ] [L0 72 68 64 60 ] [L1 ]
POC   74 TId: 0 ( P-SLICE, nQP 39 QP 39 )      17144 bits [Y 31.3836 dB    U 38.2032 dB    V 37.7762 dB] [ET  6.67 ] [L0 73 72 68 64 ] [L1 ]
POC   75 TId: 0 ( P-SLICE, nQP 40 QP 40 )      11992 bits [Y 30.5784 dB    U 38.0632 dB    V 37.6726 dB] [ET  6.89 ] [L0 74 72 68 64 ] [L1 ]
POC   76 TId: 0 ( P-SLICE, nQP 38 QP 38 )      61072 bits [Y 33.3930 dB    U 38.7007 dB    V 38.6076 dB] [ET 10.67 ] [L0 75 72 68 64 ] [L1 ]
POC   77 TId: 0 ( P-SLICE, nQP 40 QP 40 )      13248 bits [Y 30.5849 dB    U 38.4244 dB    V 37.9630 dB] [ET  7.28 ] [L0 76 72 68 64 ] [L1 ]
POC   78 TId: 0 ( P-SLICE, nQP 39 QP 39 )      17560 bits [Y 31.1606 dB    U 38.3007 dB    V 37.9004 dB] [ET  6.72 ] [L0 77 76 72 68 ] [L1 ]
